World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank
35,2388,979268022,Zioom,186,wizard,263,Ekipa,0,0,59,0,57,0,2113649,30
37,2389,979033382,Babykingsz,186,warrior,251,H Y D R A,0,0,98,0,0,0,81994266,3
36,2390,978031479,Punsher,186,warrior,320,Blaclover,0,0,83,82,53,0,8338676,21
37,2391,977688216,Keratang,186,warrior,258,Snitch V,0,0,99,0,0,0,2673182,27
01,2392,977672162,Skilful,186,wizard,326, ,0,0,0,0,54,0,0,0
01,2393,976676438,Notperfect,186,warrior,223,B J M,5,0,0,0,0,91,334771207,2
36,2394,976645172,Khalisha,186,wizard,284,Mpc,0,0,53,0,46,0,942886,50
32,2395,976502765,Soulkongke,186,wizard,191,Star Ons,0,0,88,0,0,0,26339632,19
23,2396,975463101,Grocks,186,wizard,170, ,0,0,95,0,0,0,0,0
07,2397,975054100,Gaijin,186,wizard,149, ,0,0,81,0,0,0,0,0
09,2398,972641090,Papaajahat,186,warrior,342,D A M A I,0,0,0,68,35,0,96204444,6
15,2399,972297342,Shootman,186,wizard,238,Hakka,0,0,89,0,0,0,464833013,2
36,2400,971973197,Mariposa,186,warrior,228, ,0,0,84,0,0,0,0,0
09,2401,971475529,Stalkers,186,wizard,281,3cy,0,0,88,0,98,0,0,0
32,2402,971415893,Elheart,186,wizard,335,Solo Army,0,0,89,0,53,0,338461959,2
07,2403,970857970,Custowang,186,warrior,349,Glx Bwn,0,0,99,39,24,0,0,0
09,2404,970711686,Paautai,186,wizard,158, ,0,0,89,0,0,0,0,0
23,2405,970699664,Chiichi,186,wizard,189,Clan Senju,0,0,96,0,0,0,28352863,17
02,2406,970042998,Zajkra,186,wizard,237,Infinity,0,0,96,0,0,0,33476050,14
02,2407,969965302,Mrjun,186,wizard,271,Avatar War,0,0,97,0,0,0,566030220,2
23,2408,969656993,Eyrheiz,186,warrior,358,P E A C E,0,0,0,65,45,0,41404016,13
34,2409,969120282,Dark,186,warrior,131,Team One,0,0,85,0,0,0,1211638,39
34,2410,968961783,Helix,186,warrior,247,Game Over,0,0,86,0,80,0,48111925,6
34,2411,968808498,Toji,186,warrior,252,X Reunion,0,0,87,0,77,0,49039657,5
01,2412,968630011,Nugara,186,warrior,324,Akatsuk,0,0,0,0,87,0,44011303,18
11,2413,967654816,Supreman,186,warrior,253,Sleep Away,1,0,0,0,0,92,0,0
09,2414,966810799,Push,186,warrior,228,F L U X O,10,0,0,0,0,34,2369042,69
37,2415,966319325,Godsent,186,wizard,209,Snitch V,0,0,49,0,0,0,2673182,27
37,2416,965558777,Zabijakkaa,185,warrior,223, ,0,0,100,0,0,0,0,0
02,2417,964992341,Alvino,185,wizard,203,Avatar War,0,0,98,0,0,0,566030220,2
09,2418,964206921,Wenona,185,wizard,193,S W A T,0,0,90,0,0,0,25787976,23
07,2419,963991579,Pvpwiz,185,wizard,176,Liga Cieni,0,0,82,0,0,0,18557642,25
09,2420,962744217,Roselia,185,wizard,342,The Hero,0,0,91,63,31,0,441282249,1
35,2421,960940373,Dayllan,185,warrior,254,Br Comanda,0,0,71,0,71,0,17502651,7
32,2422,960828439,Machito,185,warrior,357, ,0,0,0,79,52,0,0,0
15,2423,959614878,Bubba,185,wizard,193,Night Sect,0,0,90,0,0,0,0,0
37,2424,959318974,Estehtawar,185,warrior,276,H Y D R A,0,0,0,0,89,0,81994266,3
35,2425,959240631,Kyoga,185,wizard,293,New Star,0,0,60,83,42,0,544357335,1
23,2426,958836325,Best,185,wizard,291,Crusaders,0,0,97,0,86,0,530601559,1
01,2427,957972047,Excelvvar,185,warrior,375,Sri Gala,0,0,0,57,34,0,102755498,9
34,2428,957186347,Kirem,185,warrior,237,X Reunion,0,0,88,0,93,0,49039657,5
32,2429,956088839,Kingzdor,185,wizard,95,Sl Player,5,0,90,0,0,87,38605065,15
34,2430,956058648,Wonderful,185,warrior,247,Icecreams,0,0,89,0,81,0,1893012,27
35,2431,955982893,Insano,185,wizard,254,Blackbulls,0,0,61,0,64,0,148504530,4
15,2432,953812680,Hindra,185,wizard,281,Night Sect,5,0,91,0,0,68,0,0
36,2433,953571538,Brdren,185,warrior,258,Imperio,0,0,85,0,0,0,2272218,34
15,2434,952971800,Chimara,185,wizard,209, ,0,0,92,0,0,0,0,0
07,2435,952802800,Jaximu,185,warrior,82, ,0,0,100,0,0,0,0,0
36,2436,952459699,Moomo,185,wizard,127,Rudeboyz,0,0,54,0,0,0,12366203,15
35,2437,952432460,Wild,185,warrior,251,B R A V O,0,0,72,0,77,0,141634,91
32,2438,951127014,Skyriders,185,wizard,190, ,0,0,91,0,0,0,0,0
11,2439,951040229,Julianha,185,warrior,350, ,0,0,0,0,72,0,0,0
23,2440,950963864,Worlman,185,warrior,162,Enjoy,5,0,0,0,0,76,194635315,3
37,2441,950591561,Sengu,185,warrior,288,Y4kuz4,0,0,0,0,78,0,134483856,2
35,2442,950000897,Shenlong,185,warrior,175,Br Comanda,15,0,73,0,0,15,17502651,7
37,2443,949896940,Nascary,185,wizard,239,B L I T Z,0,0,50,0,89,0,27759629,4
33,2444,949331582,Allstarsz,185,wizard,241,L A N L A,0,0,62,0,91,0,113475823,3
15,2445,949197741,Hanzs,185,warrior,205,K D G,5,0,0,0,0,62,0,0
32,2446,948832761,Weissbeer,185,warrior,335, ,0,0,0,0,78,0,0,0
11,2447,948613203,Legendaren,185,warrior,229,Legendary1,1,0,0,0,0,76,6099433,63
15,2448,948277776,Monsghiie,185,wizard,313,Hell Gate,0,0,93,0,82,0,14353668,31
07,2449,948099896,Prima,185,wizard,99,Dcepticonz,0,0,83,0,0,0,124198331,5
15,2450,945789890,Konstantin,185,wizard,190, ,0,0,94,0,0,0,0,0
32,2451,945552695,Gud,185,wizard,302,Solo Army,0,0,92,0,96,0,338461959,2
02,2452,945305357,Ryota,185,warrior,344,Avatar War,0,0,0,75,50,0,566030220,2
33,2453,945145402,Ltblackzin,185,wizard,204, ,0,0,63,0,0,0,0,0
07,2454,944335915,Catsfish,184,warrior,210,Last Mercy,5,0,0,0,0,48,13266198,31
09,2455,943264865,Whoareyou,184,warrior,353, ,0,0,0,46,25,0,0,0
32,2456,943139041,Minister,184,wizard,342, ,0,0,93,0,37,0,0,0
09,2457,942718207,Jenderals,184,warrior,253,S W A T,5,0,0,0,0,78,25787976,23
02,2458,942597407,Ventura,184,wizard,216, ,0,0,99,0,0,0,0,0
07,2459,942338633,Bomb,184,wizard,301,Dcepticonz,0,0,84,0,49,0,124198331,5
36,2460,941800693,Genos,184,warrior,198,Alcatraz,0,0,86,0,0,0,3956790,30
01,2461,941727378,Arsyadvcc,184,warrior,370,2nd,0,0,0,67,41,0,124603480,8
35,2462,940821735,Taeyeon,184,wizard,308,New Bie,0,0,62,61,28,0,4437580,15
09,2463,940410915,Powerzard,184,wizard,244,Junction 4,0,0,92,0,0,0,0,0
35,2464,939284331,Snayder,184,warrior,240,Br Comanda,0,0,74,0,88,0,17502651,7
37,2465,938216211,Bigbosszy,184,warrior,315,Unexpected,0,0,0,81,47,0,12392779,10
32,2466,937997035,Sankai,184,wizard,343,Happy Love,0,0,94,0,35,0,95588770,7
09,2467,937864525,Dontshy,184,wizard,296,Stepangkel,0,0,93,0,69,0,0,0
15,2468,936550609,Euroboy,184,wizard,331,Kintil,0,0,95,0,52,0,0,0
36,2469,936246841,Badboyzx,184,wizard,284,Blaclover,0,0,55,0,45,0,8338676,21
01,2470,935562990,Aluh,184,wizard,301,Sri Gala,0,0,0,0,86,0,102755498,9
02,2471,934885632,Stealler,184,wizard,251,R T F,0,0,100,0,0,0,45275170,11
33,2472,934815269,Aangelgirl,184,wizard,217,Eternity,0,0,64,0,0,0,0,0
11,2473,934469248,Sydneyy,184,warrior,353,K O L E R,0,0,0,0,69,0,40214931,15
33,2474,934438986,Vieviee,184,wizard,345,Texas,0,0,65,59,23,0,548214731,1
34,2475,933673581,Redsix,184,warrior,96,X Reunion,0,0,90,0,0,0,49039657,5
07,2476,933519481,Viserion,184,wizard,206, ,0,0,85,0,0,0,0,0
11,2477,932950815,Centuriun,184,warrior,346,Guerreiros,0,0,0,0,75,0,0,0
15,2478,931859062,Tangolezat,184,warrior,359,Rip W10,0,0,0,91,57,0,878458572,1
37,2479,930280549,Redwhite,184,wizard,313,Top Gun,0,0,51,84,35,0,7741777,15
36,2480,928584583,Kaorimaeda,184,wizard,147,Alcatraz,0,0,56,0,0,0,3956790,30
09,2481,928167519,Kickasss,184,wizard,165,S W A T,5,0,94,0,0,52,25787976,23
09,2482,928122909,Salahzard,184,wizard,284,Os Insanos,0,0,95,0,90,0,27148021,21
01,2483,927537915,Smmercoper,184,wizard,357, ,0,0,0,80,34,0,0,0
34,2484,927322905,Zamlyn,184,warrior,187,Asgard,0,0,91,0,0,0,81839505,4
07,2485,926940361,Yingji,184,wizard,172,End Game,0,0,86,0,0,0,0,0
07,2486,926839594,Ocean,184,warrior,345,Barumain,0,0,0,41,25,0,0,0
32,2487,924834796,Czarodziej,184,wizard,191,Haoxiangni,0,0,95,0,0,0,134602058,5
32,2488,923941452,Edenhazard,183,warrior,216,Javanesse,5,0,0,0,0,51,316044660,3
11,2489,923916477,Elien,183,warrior,351,Lovenlive,0,0,0,0,71,0,438317429,1
15,2490,923631746,Nakhal,183,wizard,219,Deadlysinz,0,0,96,0,0,0,36420969,17
23,2491,923594301,Tersakiti,183,warrior,364,Enjoy,0,0,0,58,41,0,194635315,3
11,2492,923069761,Bosscantik,183,wizard,278,Holy Nitro,10,0,0,0,0,39,35234136,18
02,2493,922775885,Supportz,183,wizard,306, ,0,0,0,0,60,0,0,0
36,2494,920234957,Angkalpro,183,warrior,277,Rudeboyz,15,0,87,0,84,21,12366203,15
02,2495,919678073,Veo,183,wizard,289,W C W,0,0,0,0,85,0,66681551,9
32,2496,919529752,Gent,183,wizard,198,Solo Army,0,0,96,0,0,0,338461959,2
02,2497,918918865,Veeya,183,wizard,347,Gothsterz,0,0,0,72,24,0,859851517,1
02,2498,918816972,Narumii,183,wizard,329,Gothsterz,0,0,0,0,38,0,859851517,1
34,2499,918321431,Akali,183,warrior,233,Icecreams,0,0,92,0,98,0,1893012,27
33,2500,917831188,Liv,183,wizard,227,The Prayer,0,0,66,0,0,0,34317780,8
32,2501,916818529,Albis,183,wizard,247,Bamdietta,0,0,97,0,0,0,2821811,71
15,2502,916507147,Oywan,183,wizard,249,Tn Cullen,5,0,97,0,0,51,0,0
07,2503,916418797,Stiiizy,183,wizard,149, ,0,0,87,0,0,0,0,0
23,2504,916283563,Littlemoii,183,wizard,308,P E A C E,0,0,98,0,66,0,41404016,13
07,2505,915824243,Badia,183,wizard,265,Rlegendary,0,0,88,0,93,0,0,0
09,2506,915282271,Apocalipto,183,wizard,257, ,0,0,96,0,0,0,0,0
15,2507,914899554,Avici,183,wizard,239, ,0,0,98,0,0,0,0,0
07,2508,914053734,Zacck,183,wizard,168,D3stroy3rz,0,0,89,0,0,0,47950965,18
36,2509,913702936,Mrking,183,warrior,304, ,0,0,88,98,66,0,0,0
32,2510,912708569,Seikhara,183,wizard,329,Javanesse,0,0,98,0,59,0,316044660,3
35,2511,912514444,Vrauuh,183,wizard,209, ,0,0,63,0,96,0,0,0
15,2512,911900414,Ftee,183,warrior,292,K D G,5,0,0,0,0,50,0,0
01,2513,911819949,Hypersonic,183,warrior,388,Xstonner,0,0,0,45,26,0,0,0
37,2514,911750111,Nadiera,183,wizard,192,Beast Mode,0,0,52,0,0,0,193647090,1
23,2515,910244510,Eriol,183,wizard,409,Skorpions,0,0,99,20,7,0,1320782,82
15,2516,910058263,Hydroid,183,warrior,351,Deadlysinz,0,0,0,0,68,0,36420969,17
33,2517,908728061,Alhtea,183,wizard,209,L A N L A,0,0,67,0,0,0,113475823,3
07,2518,908634195,Mykariz,183,wizard,242,Of Unisol,15,0,90,0,0,15,299009013,1
07,2519,908587731,Kangmabok,183,warrior,154,1shot1kill,5,0,0,0,0,90,32287292,20
09,2520,907893126,Lordset,183,warrior,212,M V P,1,0,0,0,0,91,13915659,35
34,2521,907589218,Drtuah,183,wizard,298,Dr Famili,0,0,44,58,17,0,0,0
32,2522,906798905,Dante,183,warrior,357,90s,0,0,0,82,53,0,8389414,45
11,2523,905646641,Dingdong,183,wizard,280,K O L E R,5,0,0,0,0,83,40214931,15
07,2524,905641473,Mocnyfull,183,wizard,164,Liga Cieni,0,0,91,0,0,0,18557642,25
33,2525,905206397,Sealife,183,wizard,279,Texas,0,0,68,0,59,0,548214731,1
15,2526,904274445,Ceaaaa,182,wizard,274, ,0,0,99,0,0,0,0,0
23,2527,903683565,Nietzche,182,wizard,277,Crusaders,0,0,100,0,0,0,530601559,1
15,2528,903138094,Toplace,182,wizard,258,Blackpinky,0,0,100,0,0,0,2002909,95
09,2529,901674445,Esponjagar,182,wizard,172, ,0,0,97,0,0,0,0,0
37,2530,900364761,Yeye,182,wizard,211,Unexpected,0,0,53,0,0,0,12392779,10
15,2531,900188430,Amarylis,182,wizard,468,Blackpinky,0,0,0,8,3,0,2002909,95
36,2532,899650804,Zamulai,182,warrior,279,Princess,0,0,89,0,82,0,111321691,2
32,2533,898847032,Bondowani,182,wizard,239, ,0,0,99,0,0,0,0,0
23,2534,898247118,Nellyz,182,warrior,258, ,5,0,0,0,0,92,0,0
02,2535,897775797,Urangkuat,182,wizard,287,Vr4,0,0,0,0,89,0,0,0
09,2536,897666240,Reyin,182,wizard,206,The Hero,0,0,98,0,0,0,441282249,1
02,2537,897290383,Halife,182,warrior,343,Gothsterz,0,0,0,77,51,0,859851517,1
33,2538,894759604,Lyc,182,warrior,302,L A N L A,0,0,0,0,71,0,113475823,3
11,2539,894186272,Joransz,182,warrior,347,Legends Id,0,0,0,0,74,0,11234414,49
07,2540,893845176,Adrenalina,182,wizard,329,Liga Cieni,0,0,92,59,23,0,18557642,25
01,2541,893702346,Zz,182,wizard,473,L A O Z,0,0,0,7,3,0,0,0
32,2542,893539598,Cypres,182,wizard,183,P D T,0,0,100,0,0,0,1738412,89
07,2543,890508472,Intoxicada,182,wizard,358,300 Sparta,0,0,93,34,13,0,5495989,52
07,2544,888953941,Archwiz,182,wizard,236,Last Mercy,0,0,94,0,0,0,13266198,31
32,2545,888188643,Cindragon,182,wizard,340, ,5,0,0,0,41,56,0,0
36,2546,887404440,Karasu,182,warrior,349,Imperio,0,0,90,44,30,0,2272218,34
01,2547,887273509,Agustin,182,wizard,301,After Rain,0,0,0,0,85,0,32832263,23
11,2548,887076730,Liushan,182,wizard,357,Lovenlive,0,0,0,0,44,0,438317429,1
15,2549,886671404,Jennie,182,wizard,337, ,0,0,0,0,47,0,0,0
35,2550,886534998,Kondzilla,182,wizard,244,Br Comanda,0,0,64,0,70,0,17502651,7
11,2551,886020129,Tibiaworld,182,wizard,316,Goblok,0,0,0,0,86,0,0,0
32,2552,885901398,Wenxiaa,182,wizard,335,Whitescale,0,0,0,0,51,0,0,0
11,2553,885857786,Wingchuna,182,wizard,329, ,0,0,0,0,69,0,0,0
02,2554,885057985,Rafajr,182,wizard,284,Sem Dedo,0,0,0,0,96,0,0,0
07,2555,884221422,Lordgradex,181,wizard,278,R3al Lif3,0,0,95,0,70,0,4825526,57
37,2556,882947259,Qyud,181,warrior,304,Beast Mode,0,0,0,0,63,0,193647090,1
11,2557,882069742,Alexandra,181,wizard,403,Mg Family,0,0,0,33,11,0,20278072,33
23,2558,880497152,Xi,181,warrior,326, ,0,0,0,0,70,0,0,0
07,2559,877810053,Wizgod,181,wizard,282,Glx Bwn,0,0,96,0,65,0,0,0
34,2560,877635620,Coldaxe,181,wizard,177,Asgard,0,0,45,0,98,0,81839505,4
36,2561,876416056,Triangle,181,warrior,249,Alcatraz,0,0,91,0,0,0,3956790,30
37,2562,876360882,Kingland,181,wizard,374,Beast Mode,0,0,54,34,13,0,193647090,1
37,2563,875555142,Monzter,181,wizard,336, ,0,0,55,58,23,0,0,0
33,2564,875337200,Aldanboyz,181,warrior,212,L A N L A,1,0,0,0,0,88,113475823,3
34,2565,873569623,Differ,181,wizard,293,Game Over,0,0,46,64,19,0,48111925,6
09,2566,873109406,Flavielvqv,181,wizard,259,The Kings,0,0,99,0,0,0,9688925,44
35,2567,872244142,Yazuo,181,warrior,224,Br Comanda,0,0,75,0,0,0,17502651,7
01,2568,872180821,Arjun,181,warrior,350,Sri Gala,0,0,0,86,51,0,102755498,9
37,2569,871796053,Koii,181,warrior,273,Unexpected,0,0,0,0,95,0,12392779,10
09,2570,871121332,Maxplus,181,wizard,320,Maxangelli,0,0,100,0,48,0,0,0
23,2571,870709841,Pinqyi,181,wizard,304,The Last,0,0,0,0,70,0,10067606,37
01,2572,869376545,Racia,181,warrior,330,After Rain,5,0,0,0,80,73,32832263,23
35,2573,868952196,Atabey,181,wizard,164, ,0,0,65,0,0,0,0,0
33,2574,868722251,Enigmu,181,warrior,205,E Class,10,0,0,0,0,50,38334335,6
11,2575,868122236,Supershy,181,warrior,337,Legends Id,0,0,0,0,92,0,11234414,49
02,2576,865408047,Jcl,181,warrior,270,R T F,10,0,0,0,0,48,45275170,11
02,2577,864968486,Alto,180,warrior,337,R T F,0,0,0,86,55,0,45275170,11
34,2578,863787141,Shiozaki,180,warrior,233,L A N L A,0,0,93,0,99,0,91116146,3
35,2579,862274004,Ramura,180,wizard,138,Br Comanda,0,0,66,0,0,0,17502651,7
23,2580,862090617,Cronwellz,180,wizard,306,Cardinals,0,0,0,0,68,0,6775610,45
09,2581,861113679,Chronox,180,wizard,342,Brazzer,0,0,0,67,32,0,0,0
35,2582,860007552,Thc,180,wizard,165,Blackbulls,0,0,67,0,0,0,148504530,4
34,2583,859756213,Ayn,180,wizard,232,Game Over,0,0,47,0,56,0,48111925,6
34,2584,859628203,Thunzy,180,warrior,254,L A N L A,0,0,94,0,73,0,91116146,3
23,2585,859212860,Vip,180,wizard,194,P E A C E,15,0,0,0,0,14,41404016,13
15,2586,859136702,Golddroger,180,wizard,338, ,0,0,0,0,46,0,0,0
34,2587,858956088,Syazira,180,wizard,167,Asgard,0,0,48,0,0,0,81839505,4
36,2588,857030409,Drturbo,180,wizard,272,Rudeboyz,0,0,57,0,51,0,12366203,15
15,2589,856855195,Elitewar,180,warrior,364,Cau Sot,0,0,0,81,48,0,27974805,20
35,2590,856747728,Adroitheda,180,warrior,254, ,0,0,76,0,70,0,0,0
33,2591,856096765,Yimung,180,wizard,187,The Quens,0,0,69,0,0,0,2192719,52
36,2592,855808908,Kirrito,180,warrior,303, ,0,0,92,99,67,0,0,0
34,2593,854952205,Calvin,180,warrior,174,L A N L A,0,0,95,0,0,0,91116146,3
09,2594,853128555,Kyouko,180,wizard,292, ,0,0,0,0,74,0,0,0
33,2595,853111166,Micha,180,wizard,293,Sweet3sour,0,0,70,0,51,0,20274548,11
23,2596,852881345,Ano,180,warrior,315,Enjoy,0,0,0,0,89,0,194635315,3
11,2597,852608829,Diora,180,warrior,226, ,10,0,0,0,0,35,0,0
32,2598,852273309,Wolvrine,180,wizard,369,W A B S,0,0,0,63,19,0,3190463,68
11,2599,852170637,Kingst,180,warrior,361,Legendary1,0,0,0,0,59,0,6099433,63
37,2600,851934703,Karinaa,180,wizard,262,Beast Mode,0,0,56,0,69,0,193647090,1
09,2601,851143176,Zatt,180,wizard,313,Together,0,0,0,0,53,0,16595604,30
34,2602,851068953,Tsukoyomi,180,warrior,234,Icecreams,0,0,96,0,95,0,1893012,27
35,2603,850941242,Hustler,180,wizard,218,Marijuana,0,0,68,0,86,0,113540,95
11,2604,849280626,Tsto,180,warrior,258,My L I F E,5,0,0,0,0,86,32817644,21
35,2605,848300978,Boomer,180,warrior,191,Blackbulls,0,0,77,0,0,0,148504530,4
33,2606,847347161,Cobalt,180,warrior,249,The Prayer,5,0,0,0,0,78,34317780,8
23,2607,847326894,Blacklish,180,warrior,224,Angkor Kh,0,0,0,0,0,40,41856276,12
11,2608,847325078,Amnesiaaa,180,warrior,374,The Fixers,0,0,0,77,42,0,54014974,11
02,2609,846005445,Gustaviin,179,warrior,256,R T F,10,0,0,0,0,43,45275170,11
32,2610,844929889,Fairytale,179,warrior,294,90s,10,0,0,0,0,27,8389414,45
36,2611,843442965,Daboss,179,warrior,350,Rudeboyz,0,0,93,43,29,0,12366203,15
37,2612,842350458,Akamaru,179,warrior,300,K I B A,0,0,0,0,67,0,0,0
34,2613,840933816,Satoru,179,warrior,162,L A N L A,0,0,97,0,0,0,91116146,3
11,2614,840907988,Dynamix,179,warrior,273,Mg Family,15,0,0,0,0,23,20278072,33
36,2615,840085821,Hogen,179,warrior,180,Is My Name,0,0,94,0,0,0,0,0
36,2616,839667884,Btv,179,warrior,279,Princess,0,0,95,0,81,0,111321691,2
36,2617,839413215,Dindaa,179,warrior,224,Alcatraz,0,0,96,0,0,0,3956790,30
11,2618,839370921,Aerosmith,179,wizard,377,Mg Family,0,0,0,70,32,0,20278072,33
23,2619,837937257,Gust,179,warrior,352,Leyendas,0,0,0,70,48,0,0,0
11,2620,837637997,Favelados,179,wizard,352,Skyllax,0,0,0,0,49,0,0,0
07,2621,836749161,Captsigupp,179,warrior,221,Cp7kuncul,5,0,0,0,0,78,0,0
11,2622,836506582,Vicktorr,179,warrior,361,Legends Id,0,0,0,99,60,0,11234414,49
33,2623,835098883,Bossboboho,179,wizard,213,L A N L A,0,0,71,0,0,44,113475823,3
36,2624,834160508,Leonzz,179,wizard,183,Damai,0,0,58,0,0,0,12028180,16
09,2625,833576779,Liebe,179,wizard,398,S W A T,0,0,0,15,9,0,25787976,23
33,2626,832680086,Johnwicks,179,warrior,173,Lion Star,5,0,0,0,0,63,4642885,31
35,2627,832258794,Danielproz,179,wizard,338,Br Comanda,0,0,69,39,19,0,17502651,7
01,2628,831934731,Fur,179,wizard,209,After Rain,10,0,0,0,0,42,32832263,23
36,2629,831377932,Allqassam,179,warrior,190,Sun Shine,0,0,97,0,0,0,16608688,9
09,2630,830918316,Hoax,179,wizard,285,R A J A,0,0,0,0,86,0,1876643,76
33,2631,830636050,Babymetal,179,warrior,243,The Prayer,5,0,0,0,0,58,34317780,8
32,2632,830449160,Eldominal,179,warrior,261,Solo Army,15,0,0,0,0,16,338461959,2
33,2633,830396012,Kingknight,179,wizard,269,Dark Lord,10,0,72,0,71,27,4820686,30
07,2634,830248707,Cypher,179,wizard,257,Blackdevil,0,0,97,0,0,0,54827011,15
33,2635,829627070,Mardiah,179,wizard,247, ,0,0,73,0,87,0,0,0
07,2636,829261863,Cupcake,179,wizard,165,World18,0,0,98,0,0,0,58177357,13
11,2637,829175973,Hengkyy,179,warrior,142,B4j4h1t4m,5,0,0,0,0,75,0,0
38,2638,828809009,Voldigoadd,179,warrior,202,Spears,0,4,4,23,20,0,19649346,1
35,2639,828474253,Clinchan,179,wizard,237, ,0,0,70,0,77,0,0,0
36,2640,828469466,Vtr,179,wizard,178, ,0,0,59,0,0,0,0,0
33,2641,827805263,Nacely,179,wizard,227,Dark Lord,0,0,74,0,0,0,4820686,30
23,2642,827779113,Zx,179,warrior,189,Angkor Kh,10,0,0,0,0,38,41856276,12
35,2643,827523168,Filhocrazy,179,wizard,278,Br Comanda,0,0,71,0,48,0,17502651,7
33,2644,827449785,Haruka,178,warrior,214,Admiral,0,0,0,0,0,39,2257050,50
07,2645,826638343,Yakjuj,178,wizard,183,Tiga Line,0,0,99,0,0,0,8021647,40
36,2646,826135465,Getster,178,wizard,211,Happyghost,5,0,60,0,84,75,0,0
07,2647,824079985,Xzack,178,wizard,264, ,5,0,100,0,94,64,0,0
07,2648,824040096,Rizkyzn,178,warrior,296, ,0,0,0,0,77,0,0,0
37,2649,823343905,Apoxaley,178,wizard,316,Beast Mode,0,0,57,77,33,0,193647090,1
35,2650,820579842,Dir,178,wizard,121,New Hunter,0,0,72,0,0,0,4961453,13
34,2651,820304789,Faceless,178,wizard,152,Home,0,0,49,0,0,0,0,0
32,2652,820186971,Soulyans,178,wizard,393,I Am Fine,0,0,0,34,10,0,713848785,1
35,2653,819167518,Tazikara,178,wizard,154,New Hunter,0,0,73,0,0,0,4961453,13
11,2654,819163052,Cvoney,178,wizard,326,K O L E R,0,0,0,0,72,0,40214931,15
33,2655,818583390,Wizpiece,178,wizard,300, ,0,0,75,0,43,0,0,0
11,2656,817940013,Zzeuss,178,wizard,334,No Excuse,0,0,0,0,63,0,10601161,50
34,2657,817889049,Xbox,178,warrior,216,L A N L A,0,0,98,0,0,0,91116146,3
36,2658,817673392,Tigerlily,178,warrior,181,Blaclover,0,0,98,0,0,0,8338676,21
35,2659,817651983,Thor,178,warrior,218,Guardioes,0,0,78,0,0,0,3750748,18
34,2660,817554904,Natea,178,wizard,283,N I N J A,0,0,50,73,24,0,92713160,2
34,2661,817103440,Onenine,178,wizard,173,X Reunion,0,0,51,0,0,0,49039657,5
36,2662,815211640,Misserah,178,wizard,268,Rudeboyz,5,0,61,0,54,58,12366203,15
37,2663,813857434,Evoz,178,wizard,292,Full House,0,0,58,0,47,0,6162444,16
15,2664,813648052,Xiaaaaa,178,wizard,309,Red Zone,0,0,0,0,86,0,16121546,28
15,2665,813161975,Lyy,178,wizard,215,Rip W10,5,0,0,0,0,77,878458572,1
07,2666,812513228,Tyrions,178,wizard,289,B R A V O,10,0,0,0,58,30,0,0
11,2667,811819110,Siaujinz,178,wizard,321,Lovenlive,0,0,0,0,80,0,438317429,1
32,2668,809834310,Ltzargon,178,wizard,343,Solo Army,0,0,0,0,36,0,338461959,2
09,2669,809089008,Rajawiz,178,wizard,240,R A J A,0,0,0,0,0,16,1876643,76
15,2670,807544783,Ingat,177,warrior,433,F A K E,0,0,0,16,11,0,36660238,16
07,2671,806414185,Giordano,177,warrior,320,Last Mercy,0,0,0,76,48,0,13266198,31
38,2672,806108493,Mgxcan,177,warrior,170,Spears,5,5,5,59,50,61,19649346,1
34,2673,805084658,Bossz,177,wizard,240,X Reunion,0,0,52,0,53,0,49039657,5
09,2674,805062239,Fireblaze,177,warrior,336,Together,0,0,0,74,40,0,16595604,30
36,2675,804609650,Wollverine,177,warrior,203,Imperio,0,0,99,0,0,0,2272218,34
02,2676,804505050,Plazsis,177,wizard,428,Thekillers,0,0,0,18,6,0,8612933,36
23,2677,804302813,Shicibukai,177,wizard,295,Salegold,0,0,0,0,80,0,16229929,22
02,2678,804236448,Ici,177,wizard,301,Gothsterz,0,0,0,0,66,0,859851517,1
09,2679,803823950,Taklin,177,warrior,379,Level Up,0,0,0,27,13,0,4398312,57
33,2680,803277602,Elicya,177,wizard,254,8 Dewa,0,0,76,0,83,0,156051651,2
02,2681,802503526,Lobster,177,warrior,413,Gothsterz,0,0,0,22,15,0,859851517,1
37,2682,801628760,Lapulapu,177,wizard,264,Snitch V,0,0,59,0,68,0,2673182,27
32,2683,801079324,Elhub,177,warrior,264,Solo Army,10,0,0,0,0,41,338461959,2
09,2684,800500468,Insurgent,177,warrior,362,Ogbc,0,0,0,37,19,0,0,0
23,2685,799932663,Blackside,177,warrior,326,Q U A N,0,0,0,0,73,0,0,0
23,2686,799203091,Alz,177,warrior,366,Enjoy,0,0,0,54,37,0,194635315,3
02,2687,799058685,Deld,177,warrior,317, ,0,0,0,0,75,0,0,0
36,2688,798759735,Estranho,177,wizard,180, ,0,0,62,0,0,0,0,0
35,2689,797891549,Nihility,177,warrior,282,New Bie,0,0,79,96,52,0,4437580,15
11,2690,796635151,Tojekeu,177,warrior,355, ,0,0,0,0,67,0,0,0
02,2691,793873771,Elbistan,177,warrior,308,Gothsterz,0,0,0,0,87,0,859851517,1
09,2692,793216666,Atheana,177,wizard,415,The Kings,0,0,0,10,7,0,9688925,44
